Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2030,2032,S1,D1,1069740,LNG_S1_2030,LNG,2030,0,102000,D4,LNG,0.154735,0.38470060965,8609.09,6149.35,0.14849175222,22703.93146605,0.6200008781786457,7.0,3,11
BEV_S1_2031,2032,S1,D1,1069740,BEV_S1_2031,BEV,2031,0,102000,D3,Electricity,0.868161,0.0,7835.34,3917.67,0.115272681258,20083.46824893,0.9932339909969926,9.0,3,11
LNG_S1_2031,2032,S1,D1,1069740,LNG_S1_2031,LNG,2031,0,102000,D4,LNG,0.154735,0.38470060965,7600.62,3800.31,0.14849175222,22835.794677240003,0.6196455231985168,6.0,3,11
BEV_S1_2032,2032,S1,D1,1069740,BEV_S1_2032,BEV,2032,130589,102000,D4,Electricity,0.868161,0.0,6529.450000000001,1305.89,0.115272681258,19593.153488316002,0.6025871642904931,5.0,2,11
LNG_S1_2029,2032,S1,D4,542921,LNG_S1_2029,LNG,2029,0,102000,D4,LNG,0.154735,0.38470060965,9552.4,8358.35,0.14849175222,22579.06909287,0.6215369006348334,8.0,3,6
LNG_S1_2031,2032,S1,D4,542921,LNG_S1_2031,LNG,2031,0,102000,D4,LNG,0.154735,0.38470060965,7600.62,3800.31,0.14849175222,22835.794677240003,0.6208125068714722,6.0,3,6
LNG_S2_2029,2032,S2,D1,1257890,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,12704.64,11116.560000000001,0.14948211308399997,25654.589835642,0.6303749498165365,8.0,2,12
BEV_S2_2031,2032,S2,D1,1257890,BEV_S2_2031,BEV,2031,0,106000,D3,Electricity,0.85459,0.0,11396.82,5698.41,0.11347075102,23926.2972801,0.9938706032663365,9.0,4,12
LNG_S2_2031,2032,S2,D1,1257890,LNG_S2_2031,LNG,2031,0,106000,D4,LNG,0.155767,0.38726635773,10108.8,5054.4,0.14948211308399997,26047.027730184,0.6296328974529789,6.0,3,12
BEV_S2_2032,2032,S2,D1,1257890,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,23424.71960812,0.5750130727903652,5.0,1,12
LNG_S2_2032,2032,S2,D1,1257890,LNG_S2_2032,LNG,2032,173534,106000,D4,LNG,0.155767,0.38726635773,8676.7,1735.3400000000001,0.14948211308399997,26257.143986903997,0.37638046076648385,2.0,2,12
LNG_S2_2029,2032,S2,D2,1759215,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,12704.64,11116.560000000001,0.14948211308399997,25654.589835642,0.6304178600804093,7.0,4,17
BEV_S2_2031,2032,S2,D2,1759215,BEV_S2_2031,BEV,2031,0,106000,D3,Electricity,0.85459,0.0,11396.82,5698.41,0.11347075102,23926.2972801,0.9938643009597253,9.0,5,17
LNG_S2_2031,2032,S2,D2,1759215,LNG_S2_2031,LNG,2031,0,106000,D4,LNG,0.155767,0.38726635773,10108.8,5054.4,0.14948211308399997,26047.027730184,0.6296743483741216,6.0,4,17
BEV_S2_2032,2032,S2,D2,1759215,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,23424.71960812,0.5750365159002581,5.0,1,17
LNG_S2_2032,2032,S2,D2,1759215,LNG_S2_2032,LNG,2032,173534,106000,D4,LNG,0.155767,0.38726635773,8676.7,1735.3400000000001,0.14948211308399997,26257.143986903997,0.37647441126291153,2.0,3,17
LNG_S2_2028,2032,S2,D3,980430,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,13876.47,13876.47,0.149541611508,25478.321114214,0.6426002587412618,9.0,2,10
LNG_S2_2029,2032,S2,D3,980430,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,12704.64,11116.560000000001,0.14948211308399997,25654.589835642,0.6423778718379037,8.0,3,10
LNG_S2_2030,2032,S2,D3,980430,LNG_S2_2030,LNG,2030,0,106000,D4,LNG,0.155767,0.38726635773,11450.11,8178.650000000001,0.14948211308399997,25846.27634643,0.642007773128259,7.0,3,10
BEV_S2_2032,2032,S2,D3,980430,BEV_S2_2032,BEV,2032,189947,106000,D4,Electricity,0.85459,0.0,9497.35,1899.47,0.11347075102,23424.71960812,0.5611253596974015,5.0,1,10
LNG_S2_2032,2032,S2,D3,980430,LNG_S2_2032,LNG,2032,173534,106000,D4,LNG,0.155767,0.38726635773,8676.7,1735.3400000000001,0.14948211308399997,26257.143986903997,0.3725339928332274,2.0,1,10
LNG_S2_2028,2032,S2,D4,163126,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,13876.47,13876.47,0.149541611508,25478.321114214,0.6193665492455209,7.0,1,2
LNG_S2_2029,2032,S2,D4,163126,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,12704.64,11116.560000000001,0.14948211308399997,25654.589835642,0.6191279067836807,6.0,1,2
Diesel_S3_2030,2032,S3,D1,2708133,Diesel_S3_2030,Diesel,2030,0,73000,D4,B20,0.224082,0.68313190356,10174.36,7267.400000000001,0.33059713788,31860.0690963,0.49347654291610543,4.0,4,38
BEV_S3_2031,2032,S3,D1,2708133,BEV_S3_2031,BEV,2031,0,73000,D3,Electricity,0.859516,0.0,12950.939999999999,6475.469999999999,0.114124815448,21629.46875442,0.9947154103375015,10.0,6,38
Diesel_S3_2031,2032,S3,D1,2708133,Diesel_S3_2031,Diesel,2031,0,73000,D4,B20,0.224082,0.68313190356,8982.539999999999,4491.2699999999995,0.33059713788,32613.777315180003,0.49215788614270534,3.0,6,38
BEV_S3_2032,2032,S3,D1,2708133,BEV_S3_2032,BEV,2032,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.114124815448,21282.051527704003,0.5138857286096031,6.0,3,38
Diesel_S3_2032,2032,S3,D1,2708133,Diesel_S3_2032,Diesel,2032,154200,73000,D4,B20,0.224082,0.68313190356,7710.0,1542.0,0.33059713788,33385.591065240005,0.18812822676558777,1.0,9,38
LNG_S3_2032,2032,S3,D1,2708133,LNG_S3_2032,LNG,2032,197198,73000,D4,LNG,0.153945,0.38273651955000004,9859.900000000001,1971.98,0.14773362714,22616.43478122,0.3353161368072474,2.0,10,38
LNG_S3_2029,2032,S3,D3,1254261,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,14437.12,12632.480000000001,0.14773362714,21803.654047935,0.6687417328400012,10.0,3,18
LNG_S3_2030,2032,S3,D3,1254261,LNG_S3_2030,LNG,2030,0,73000,D4,LNG,0.153945,0.38273651955,13011.460000000001,9293.9,0.14773362714,22064.370105525,0.6683441093349078,9.0,5,18
LNG_S3_2031,2032,S3,D3,1254261,LNG_S3_2031,LNG,2031,0,73000,D4,LNG,0.153945,0.38273651955,11487.3,5743.65,0.14773362714,22335.23701662,0.6679098020359371,8.0,4,18
Diesel_S3_2032,2032,S3,D3,1254261,Diesel_S3_2032,Diesel,2032,154200,73000,D4,B20,0.224082,0.68313190356,7710.0,1542.0,0.33059713788,33385.591065240005,0.18748432606260362,1.0,6,18
LNG_S3_2029,2032,S3,D4,250479,LNG_S3_2029,LNG,2029,0,73000,D4,LNG,0.153945,0.38273651955,14437.12,12632.480000000001,0.14773362714,21803.654047935,0.6425448913666543,7.0,2,4
BEV_S3_2032,2032,S3,D4,250479,BEV_S3_2032,BEV,2032,215849,73000,D4,Electricity,0.859516,0.0,10792.45,2158.4900000000002,0.114124815448,21282.051527704003,0.5534533877634943,6.0,1,4
Diesel_S3_2032,2032,S3,D4,250479,Diesel_S3_2032,Diesel,2032,154200,73000,D4,B20,0.224082,0.68313190356,7710.0,1542.0,0.33059713788,33385.591065240005,0.1725641588696911,1.0,1,4
BEV_S4_2032,2032,S4,D1,19298,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.11371745254400001,29995.879400192003,0.6085061189997981,6.0,1,1
LNG_S4_2029,2032,S4,D2,967461,LNG_S4_2029,LNG,2029,0,118000,D4,LNG,0.154278,0.38356442082,18479.52,16169.580000000002,0.148053191256,31639.744127484,0.6265077976087615,8.0,4,9
LNG_S4_2031,2032,S4,D2,967461,LNG_S4_2031,LNG,2031,0,118000,D4,LNG,0.154278,0.38356442082,14703.72,7351.86,0.148053191256,32276.671662768,0.6255940949988248,6.0,3,9
BEV_S4_2032,2032,S4,D2,967461,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.11371745254400001,29995.879400192003,0.5705438120955498,5.0,1,9
LNG_S4_2032,2032,S4,D2,967461,LNG_S4_2032,LNG,2032,252414,118000,D4,LNG,0.154278,0.38356442082000003,12620.7,2524.14,0.148053191256,32615.116568208,0.3651225785954474,2.0,1,9
BEV_S4_2032,2032,S4,D3,141391,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.11371745254400001,29995.879400192003,0.6085061189997981,6.0,2,2
BEV_S4_2032,2032,S4,D4,2230,BEV_S4_2032,BEV,2032,276287,118000,D4,Electricity,0.856448,0.0,13814.35,2762.87,0.11371745254400001,29995.879400192003,0.6075940176522483,6.0,1,1
