Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Total_Cost,Topsis_Score,Rank,Distance
BEV_S1_2023,2023,S1,D1,869181,BEV_S1_2023,BEV,2023,187000,102000,D1,Electricity,0.893043,0.0,9350.0,1870.0,0.171277610013,198220.17127761,0.6858164297793278,3.0,D1
Diesel_S1_2023,2023,S1,D1,869181,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.27226685343999996,90100.27226685344,0.3141835702206722,1.0,D1
Diesel_S1_2023,2023,S1,D1,869181,Diesel_S1_2023,Diesel,2023,85000,102000,D4,HVO,0.223016,0.108747953984,4250.0,850.0,0.40462015896000003,90100.40462015897,0.8567767088603685,4.0,D1
LNG_S1_2023,2023,S1,D1,869181,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.16743019133999998,106000.16743019134,0.47702344237239824,2.0,D1
LNG_S1_2023,2023,S1,D1,869181,LNG_S1_2023,LNG,2023,100000,102000,D4,BioLNG,0.165159,0.062502606801,5000.0,1000.0,0.17966326338,106000.17966326338,0.8966263359475206,5.0,D1
Diesel_S1_2023,2023,S1,D2,2597094,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.27226685343999996,90100.27226685344,0.09528051558914223,1.0,D2
Diesel_S1_2023,2023,S1,D2,2597094,Diesel_S1_2023,Diesel,2023,85000,102000,D4,HVO,0.223016,0.108747953984,4250.0,850.0,0.40462015896000003,90100.40462015897,0.9255390570419336,4.0,D2
LNG_S1_2023,2023,S1,D2,2597094,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.16743019133999998,106000.16743019134,0.43055311919094436,2.0,D2
LNG_S1_2023,2023,S1,D2,2597094,LNG_S1_2023,LNG,2023,100000,102000,D4,BioLNG,0.165159,0.062502606801,5000.0,1000.0,0.17966326338,106000.17966326338,0.9047194844108578,3.0,D2
Diesel_S1_2023,2023,S1,D3,3292011,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.27226685343999996,90100.27226685344,0.09528051558914223,1.0,D3
Diesel_S1_2023,2023,S1,D3,3292011,Diesel_S1_2023,Diesel,2023,85000,102000,D4,HVO,0.223016,0.108747953984,4250.0,850.0,0.40462015896000003,90100.40462015897,0.9255390570419336,4.0,D3
LNG_S1_2023,2023,S1,D3,3292011,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.16743019133999998,106000.16743019134,0.43055311919094436,2.0,D3
LNG_S1_2023,2023,S1,D3,3292011,LNG_S1_2023,LNG,2023,100000,102000,D4,BioLNG,0.165159,0.062502606801,5000.0,1000.0,0.17966326338,106000.17966326338,0.9047194844108578,3.0,D3
Diesel_S1_2023,2023,S1,D4,414315,Diesel_S1_2023,Diesel,2023,85000,102000,D4,B20,0.223016,0.6798821172799999,4250.0,850.0,0.27226685343999996,90100.27226685344,0.09528051558914223,1.0,D4
Diesel_S1_2023,2023,S1,D4,414315,Diesel_S1_2023,Diesel,2023,85000,102000,D4,HVO,0.223016,0.108747953984,4250.0,850.0,0.40462015896000003,90100.40462015897,0.9255390570419336,4.0,D4
LNG_S1_2023,2023,S1,D4,414315,LNG_S1_2023,LNG,2023,100000,102000,D4,LNG,0.165507,0.41148184833,5000.0,1000.0,0.16743019133999998,106000.16743019134,0.43055311919094436,2.0,D4
LNG_S1_2023,2023,S1,D4,414315,LNG_S1_2023,LNG,2023,100000,102000,D4,BioLNG,0.165159,0.062502606801,5000.0,1000.0,0.17966326338,106000.17966326338,0.9047194844108578,3.0,D4
