Allocation,Operating Year,size,Distance_demand,demand,id,vehicle,Available Year,cost,yearly_range,Distance_vehicle,fuel,consumption_unitfuel_per_km,carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles
LNG_S1_2026,2028,S1,D1,968137,LNG_S1_2026,LNG,2026,0,102000,D4,LNG,0.164681,0.40942825539,0.0,0.0,0.161784425891,23252.846050842,0.6202867463591286,6.0,2,10
LNG_S1_2027,2028,S1,D1,968137,LNG_S1_2027,LNG,2027,0,102000,D4,LNG,0.161965,0.40267576335,6753.0,3376.5,0.159116197615,23078.22459912,0.625498602973932,7.0,3,10
Diesel_S1_2028,2028,S1,D1,968137,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,36763.98337632,0.20333603441808226,1.0,2,10
LNG_S1_2028,2028,S1,D1,968137,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,22733.743860354,0.41512510509028194,2.0,3,10
BEV_S1_2028,2028,S1,D2,3114155,BEV_S1_2028,BEV,2028,144697,102000,D2,Electricity,0.868161,0.0,7234.85,1446.97,0.135738708672,22527.168284544,0.8369175222210571,4.0,4,31
Diesel_S1_2028,2028,S1,D2,3114155,Diesel_S1_2028,Diesel,2028,98538,102000,D4,B20,0.223016,0.6798821172799999,4926.900000000001,985.38,0.30246768016,36763.98337632,0.19496728605811248,1.0,8,31
LNG_S1_2028,2028,S1,D2,3114155,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,22733.743860354,0.4982970004215536,2.0,19,31
LNG_S1_2027,2028,S1,D4,469168,LNG_S1_2027,LNG,2027,0,102000,D4,LNG,0.161965,0.40267576335,6753.0,3376.5,0.159116197615,23078.22459912,0.643019022427774,5.0,2,5
LNG_S1_2028,2028,S1,D4,469168,LNG_S1_2028,LNG,2028,115927,102000,D4,LNG,0.157457,0.39146801883000004,5796.35,1159.27,0.154687488827,22733.743860354,0.4081244807135199,2.0,3,5
Diesel_S2_2028,2028,S2,D1,1142178,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,0.2777320032272662,1.0,6,11
LNG_S2_2028,2028,S2,D1,1142178,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,0.41420639363629813,2.0,5,11
LNG_S2_2026,2028,S2,D2,1546703,LNG_S2_2026,LNG,2026,0,106000,D4,LNG,0.163257,0.40588792083,0.0,0.0,0.160385472627,25921.174800822,0.6697424021930004,7.0,4,15
LNG_S2_2027,2028,S2,D2,1546703,LNG_S2_2027,LNG,2027,0,106000,D4,LNG,0.162463,0.40391388597,8981.52,4490.76,0.159605438293,25999.113742352,0.6708990825945904,8.0,6,15
BEV_S2_2028,2028,S2,D2,1546703,BEV_S2_2028,BEV,2028,210468,106000,D2,Electricity,0.85459,0.0,10523.400000000001,2104.68,0.13361685567999998,26791.466702079997,0.5038761044227017,3.0,1,15
Diesel_S2_2028,2028,S2,D2,1546703,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,0.2859816289146568,1.0,2,15
LNG_S2_2028,2028,S2,D2,1546703,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,0.40939026455773597,2.0,2,15
LNG_S2_2027,2028,S2,D3,902415,LNG_S2_2027,LNG,2027,0,106000,D4,LNG,0.162463,0.40391388597,8981.52,4490.76,0.159605438293,25999.113742352,0.6599471760259533,6.0,4,9
Diesel_S2_2028,2028,S2,D3,902415,Diesel_S2_2028,Diesel,2028,120564,106000,D4,B20,0.223852,0.68243073016,6028.200000000001,1205.64,0.30360151352,39415.60043312,0.16956012287103847,1.0,2,9
LNG_S2_2028,2028,S2,D3,902415,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,0.38674378941849336,2.0,3,9
LNG_S2_2024,2028,S2,D4,148036,LNG_S2_2024,LNG,2024,0,106000,D4,LNG,0.165239,0.41081554941,0.0,0.0,0.162332611229,25834.746557140003,0.6398577022512596,5.0,1,2
LNG_S2_2028,2028,S2,D4,148036,LNG_S2_2028,LNG,2028,154183,106000,D4,LNG,0.155829,0.38742050151,7709.150000000001,1541.83,0.153088123719,25478.321114214,0.39836423988357794,2.0,1,2
