Allocation,Operating Year,Size,Distance_demand,Demand (km),ID,Vehicle,Available Year,Cost ($),Yearly range (km),Distance_vehicle,Fuel,Consumption (unit_fuel/km),carbon_emissions_per_km,insurance_cost,maintenance_cost,fuel_costs_per_km,Operating_Cost,Topsis_Score,Rank,No_of_vehicles,Max Vehicles,Utilization (%),DemandFulfillment,Total_Cost,Total_CE
BEV_S1_2030,2031,S1,D1,1042251,BEV_S1_2030,BEV,2030,0,102000,D3,Electricity,0.868161,0.0,7835.34,3917.67,0.120079688715,20594.238619026,0.9929705388085853,9.0,6,11,92.89224598930481,0.5454545454545454,123565.431714156,0.0
LNG_S1_2030,2031,S1,D1,1042251,LNG_S1_2030,LNG,2030,0,102000,D4,LNG,0.154735,0.38470060965,7379.219999999999,3689.6099999999997,0.14936445762000003,22703.93146605,0.6245393375525792,7.0,4,11,92.89224598930481,0.36363636363636365,90815.7258642,400954.59510832216
LNG_S1_2031,2031,S1,D1,1042251,LNG_S1_2031,LNG,2031,126677,102000,D4,LNG,0.154735,0.38470060965,6333.85,1266.77,0.14936445762000003,22835.794677240003,0.38997583195039137,2.0,1,11,92.89224598930481,0.09090909090909091,149512.79467724002,400954.59510832216
LNG_S1_2029,2031,S1,D4,518651,LNG_S1_2029,LNG,2029,0,102000,D4,LNG,0.154735,0.38470060965,8358.35,5970.25,0.14936445762000003,22579.06909287,0.6682325199341378,6.0,3,6,84.7468954248366,0.5,67737.20727861,199525.35589558215
LNG_S1_2030,2031,S1,D4,518651,LNG_S1_2030,LNG,2030,0,102000,D4,LNG,0.154735,0.38470060965,7379.219999999999,3689.6099999999997,0.14936445762000003,22703.93146605,0.668002296580365,5.0,2,6,84.7468954248366,0.3333333333333333,45407.8629321,199525.35589558215
LNG_S1_2031,2031,S1,D4,518651,LNG_S1_2031,LNG,2031,126677,102000,D4,LNG,0.154735,0.38470060965,6333.85,1266.77,0.14936445762000003,22835.794677240003,0.3973632352438047,2.0,1,6,84.7468954248366,0.16666666666666666,149512.79467724002,199525.35589558215
BEV_S2_2029,2031,S2,D1,1240402,BEV_S2_2029,BEV,2029,0,106000,D3,Electricity,0.85459,0.0,13996.080000000002,9997.2,0.11820261584999998,25592.95496168,0.9800957315988893,8.0,3,12,97.51588050314464,0.25,76778.86488504,0.0
LNG_S2_2029,2031,S2,D1,1240402,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,11116.560000000001,7940.400000000001,0.15036063896399998,25654.589835642,0.6215327975903748,7.0,5,12,97.51588050314464,0.4166666666666667,128272.94917821,480365.96466100746
LNG_S2_2031,2031,S2,D1,1240402,LNG_S2_2031,LNG,2031,168480,106000,D4,LNG,0.155767,0.38726635773,8424.0,1684.8,0.15036063896399998,26047.027730183996,0.387775441136365,2.0,4,12,97.51588050314464,0.3333333333333333,778108.110920736,480365.96466100746
LNG_S2_2028,2031,S2,D2,1689196,LNG_S2_2028,LNG,2028,0,106000,D4,LNG,0.155829,0.38742050151,12334.64,10792.810000000001,0.15042048706800001,25478.321114214,0.6665171790937323,9.0,4,16,99.59882075471698,0.25,101913.284456856,654429.161468686
LNG_S2_2029,2031,S2,D2,1689196,LNG_S2_2029,LNG,2029,0,106000,D4,LNG,0.155767,0.38726635773,11116.560000000001,7940.400000000001,0.15036063896399998,25654.589835642,0.666326811871784,8.0,4,16,99.59882075471698,0.25,102618.359342568,654168.7824120851
LNG_S2_2030,2031,S2,D2,1689196,LNG_S2_2030,LNG,2030,0,106000,D4,LNG,0.155767,0.38726635773,9814.38,4907.19,0.15036063896399998,25846.27634643,0.665998713971095,7.0,5,16,99.59882075471698,0.3125,129231.38173215001,654168.7824120851
LNG_S2_2031,2031,S2,D2,1689196,LNG_S2_2031,LNG,2031,168480,106000,D4,LNG,0.155767,0.38726635773,8424.0,1684.8,0.15036063896399998,26047.027730183996,0.36630990817131653,2.0,3,16,99.59882075471698,0.1875,583581.083190552,654168.7824120851
